Main_FPI,Related_FPI,Score,Direction,Necessity,Context_Usage,Extracted_Context_From_Related_FPI,Why_It_Is_Needed_For_Testcase_Generation,Confidence,Evidence,Feature_Path
2xA2B_Audio_Layout,Authenticated_Diagnostics_-_Active_Roles,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for 2xA2B_Audio_Layout testcase,SRS Export/SRS Export/SRS_Diagnostics/Authenticated_Diagnostics_-_Active_Roles/
2xA2B_Audio_Layout,Authenticated_Diagnostics_-_Disallowed_Certificate_List,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for 2xA2B_Audio_Layout testcase,SRS Export/SRS Export/SRS_Diagnostics/Authenticated_Diagnostics_-_Disallowed_Certificate_List/
2xA2B_Audio_Layout,Authenticated_Diagnostics_-_Previous_Access,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for 2xA2B_Audio_Layout testcase,SRS Export/SRS Export/SRS_Diagnostics/Authenticated_Diagnostics_-_Previous_Access/
2xA2B_Audio_Layout,Cancel_Maps_at_EOL_(0xFF85),-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for 2xA2B_Audio_Layout testcase activation,SRS Export/SRS Export/SRS_Diagnostics/Cancel_Maps_at_EOL_(0xFF85)/
2xA2B_Audio_Layout,Channel_1_Loudspeaker_Output_-_Circuit_open_(0x940013),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_1_Loudspeaker_Output_-_Circuit_open_(0x940013) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_1_Loudspeaker_Output_-_Circuit_open_(0x940013)/
2xA2B_Audio_Layout,Channel_1_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94001A),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_1_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94001A) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_1_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94001A)/
2xA2B_Audio_Layout,Channel_1_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940012),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_1_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940012) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_1_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940012)/
2xA2B_Audio_Layout,Channel_1_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940011),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_1_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940011) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_1_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940011)/
2xA2B_Audio_Layout,Channel_1_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940092),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_1_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940092) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_1_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940092)/
2xA2B_Audio_Layout,Channel_2_Loudspeaker_Output_-_Circuit_open_(0x940113),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_2_Loudspeaker_Output_-_Circuit_open_(0x940113) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_2_Loudspeaker_Output_-_Circuit_open_(0x940113)/
2xA2B_Audio_Layout,Channel_2_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94011A),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_2_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94011A) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_2_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94011A)/
2xA2B_Audio_Layout,Channel_2_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940112),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_2_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940112) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_2_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940112)/
2xA2B_Audio_Layout,Channel_2_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940111),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_2_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940111) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_2_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940111)/
2xA2B_Audio_Layout,Channel_2_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940192),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_2_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940192) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_2_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940192)/
2xA2B_Audio_Layout,Channel_3_Loudspeaker_Output_-_Circuit_open_(0x940213),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_3_Loudspeaker_Output_-_Circuit_open_(0x940213) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_3_Loudspeaker_Output_-_Circuit_open_(0x940213)/
2xA2B_Audio_Layout,Channel_3_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94021A),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_3_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94021A) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_3_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94021A)/
2xA2B_Audio_Layout,Channel_3_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940212),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_3_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940212) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_3_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940212)/
2xA2B_Audio_Layout,Channel_3_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940211),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_3_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940211) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_3_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940211)/
2xA2B_Audio_Layout,Channel_3_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940292),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_3_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940292) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_3_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940292)/
2xA2B_Audio_Layout,Channel_4_Loudspeaker_Output_-_Circuit_open_(0x940313),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_4_Loudspeaker_Output_-_Circuit_open_(0x940313) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_4_Loudspeaker_Output_-_Circuit_open_(0x940313)/
2xA2B_Audio_Layout,Channel_4_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94031A),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_4_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94031A) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_4_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94031A)/
2xA2B_Audio_Layout,Channel_4_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940312),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_4_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940312) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_4_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940312)/
2xA2B_Audio_Layout,Channel_4_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940311),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_4_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940311) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_4_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940311)/
2xA2B_Audio_Layout,Channel_4_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940392),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_4_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940392) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_4_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940392)/
2xA2B_Audio_Layout,Channel_5_Loudspeaker_Output_-_Circuit_open_(0x940413),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_5_Loudspeaker_Output_-_Circuit_open_(0x940413) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_5_Loudspeaker_Output_-_Circuit_open_(0x940413)/
2xA2B_Audio_Layout,Channel_5_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94041A),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_5_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94041A) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_5_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94041A)/
2xA2B_Audio_Layout,Channel_5_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940412),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_5_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940412) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_5_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940412)/
2xA2B_Audio_Layout,Channel_5_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940411),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_5_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940411) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_5_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940411)/
2xA2B_Audio_Layout,Channel_5_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940492),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_5_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940492) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_5_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940492)/
2xA2B_Audio_Layout,Channel_6_Loudspeaker_Output_-_Circuit_open_(0x940513),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_6_Loudspeaker_Output_-_Circuit_open_(0x940513) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_6_Loudspeaker_Output_-_Circuit_open_(0x940513)/
2xA2B_Audio_Layout,Channel_6_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94051A),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_6_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94051A) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_6_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94051A)/
2xA2B_Audio_Layout,Channel_6_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940512),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_6_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940512) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_6_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940512)/
2xA2B_Audio_Layout,Channel_6_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940511),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_6_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940511) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_6_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940511)/
2xA2B_Audio_Layout,Channel_6_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940592),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_6_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940592) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_6_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940592)/
2xA2B_Audio_Layout,Channel_7_Loudspeaker_Output_-_Circuit_open_(0x940613),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_7_Loudspeaker_Output_-_Circuit_open_(0x940613) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_7_Loudspeaker_Output_-_Circuit_open_(0x940613)/
2xA2B_Audio_Layout,Channel_7_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94061A),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_7_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94061A) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_7_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94061A)/
2xA2B_Audio_Layout,Channel_7_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940612),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_7_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940612) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_7_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940612)/
2xA2B_Audio_Layout,Channel_7_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940611),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_7_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940611) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_7_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940611)/
2xA2B_Audio_Layout,Channel_7_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940692),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_7_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940692) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_7_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940692)/
2xA2B_Audio_Layout,Channel_8_Loudspeaker_Output_-_Circuit_open_(0x940713),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_8_Loudspeaker_Output_-_Circuit_open_(0x940713) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_8_Loudspeaker_Output_-_Circuit_open_(0x940713)/
2xA2B_Audio_Layout,Channel_8_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94071A),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_8_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94071A) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_8_Loudspeaker_Output_-_Circuit_resistance_below_threshold_(0x94071A)/
2xA2B_Audio_Layout,Channel_8_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940712),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_8_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940712) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_8_Loudspeaker_Output_-_Circuit_short_to_battery_(0x940712)/
2xA2B_Audio_Layout,Channel_8_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940711),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_8_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940711) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_8_Loudspeaker_Output_-_Circuit_short_to_ground_(0x940711)/
2xA2B_Audio_Layout,Channel_8_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940792),3,Downstream,Critical,"ExpectedResult, Verification",Audio channel routing and configuration; Speaker output mapping and parameters,Critical downstream dependency for verification,Confirmed,Channel_8_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940792) testcase requires 2xA2B_Audio_Layout context for verification,SRS Export/SRS Export/SRS_Diagnostics/Channel_8_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940792)/
2xA2B_Audio_Layout,Diagnostics,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for 2xA2B_Audio_Layout testcase,SRS Export/SRS Export/SRS_Diagnostics/Diagnostics/
2xA2B_Audio_Layout,DMS_-_BLINDNESS_(0xD90031),-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for 2xA2B_Audio_Layout testcase activation,SRS Export/SRS Export/SRS_Diagnostics/DMS_-_BLINDNESS_(0xD90031)/
2xA2B_Audio_Layout,DMS_-_Ce_t_DebounceTimeDTC_($FE48),-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for 2xA2B_Audio_Layout testcase,SRS Export/SRS Export/SRS_Diagnostics/DMS_-_Ce_t_DebounceTimeDTC_($FE48)/
2xA2B_Audio_Layout,DTCFailureType  ($6082),-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for 2xA2B_Audio_Layout testcase,SRS Export/SRS Export/SRS_Diagnostics/DTCFailureType  ($6082)/
2xA2B_Audio_Layout,ECU_Time_first_DTC_detection_(EEPROM)  ($200B),-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for 2xA2B_Audio_Layout testcase,SRS Export/SRS Export/SRS_Diagnostics/ECU_Time_first_DTC_detection_(EEPROM)  ($200B)/
2xA2B_Audio_Layout,ECU_Time_Stamps_from_KeyOn_first_DTC_detection_(EEPROM)  ($200C),-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for 2xA2B_Audio_Layout testcase,SRS Export/SRS Export/SRS_Diagnostics/ECU_Time_Stamps_from_KeyOn_first_DTC_detection_(EEPROM)  ($200C)/
2xA2B_Audio_Layout,"Front_Camera_- Blinded_(0x9103,_0x86)",-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for 2xA2B_Audio_Layout testcase activation,"SRS Export/SRS Export/SRS_Diagnostics/Front_Camera_- Blinded_(0x9103,_0x86)/"
2xA2B_Audio_Layout,"HMI_CAN_Bus-off_(0xD001,_0x88)",-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for 2xA2B_Audio_Layout testcase activation,"SRS Export/SRS Export/SRS_Diagnostics/HMI_CAN_Bus-off_(0xD001,_0x88)/"
2xA2B_Audio_Layout,"HMI_CAN_Missing_Message_(0xD001,_0x87)",-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for 2xA2B_Audio_Layout testcase activation,"SRS Export/SRS Export/SRS_Diagnostics/HMI_CAN_Missing_Message_(0xD001,_0x87)/"
2xA2B_Audio_Layout,"Left_Camera_- Blinded_(0x9105,_0x86)",-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for 2xA2B_Audio_Layout testcase activation,"SRS Export/SRS Export/SRS_Diagnostics/Left_Camera_- Blinded_(0x9105,_0x86)/"
2xA2B_Audio_Layout,Max_Switch-On_Volume ($0527),2,Downstream,High,Verification,Volume control behavior and limits,High priority downstream dependency,Confirmed,Max_Switch-On_Volume ($0527) testcase enhanced by 2xA2B_Audio_Layout context,SRS Export/SRS Export/SRS_Diagnostics/Max_Switch-On_Volume ($0527)/
2xA2B_Audio_Layout,Min_Switch-On_Volume ($XXXX),2,Downstream,High,Verification,Volume control behavior and limits,High priority downstream dependency,Confirmed,Min_Switch-On_Volume ($XXXX) testcase enhanced by 2xA2B_Audio_Layout context,SRS Export/SRS Export/SRS_Diagnostics/Min_Switch-On_Volume ($XXXX)/
2xA2B_Audio_Layout,PROFILING_MANAGEMENT_($052B),-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for 2xA2B_Audio_Layout testcase activation,SRS Export/SRS Export/SRS_Diagnostics/PROFILING_MANAGEMENT_($052B)/
2xA2B_Audio_Layout,"Rear_Camera_- Blinded_(0x9104,_0x86)",-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for 2xA2B_Audio_Layout testcase activation,"SRS Export/SRS Export/SRS_Diagnostics/Rear_Camera_- Blinded_(0x9104,_0x86)/"
2xA2B_Audio_Layout,"Right_Camera_-_Blinded_(0x9106,_0x86)",-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for 2xA2B_Audio_Layout testcase activation,"SRS Export/SRS Export/SRS_Diagnostics/Right_Camera_-_Blinded_(0x9106,_0x86)/"
2xA2B_Audio_Layout,Speed_Dependent_Volume_($0525),2,Downstream,High,Verification,Volume control behavior and limits,High priority downstream dependency,Confirmed,Speed_Dependent_Volume_($0525) testcase enhanced by 2xA2B_Audio_Layout context,SRS Export/SRS Export/SRS_Diagnostics/Speed_Dependent_Volume_($0525)/
2xA2B_Audio_Layout,"SVS_- Trajectory_Lines_Corruption_(0x911A,_0x00)",-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for 2xA2B_Audio_Layout testcase activation,"SRS Export/SRS Export/SRS_Diagnostics/SVS_- Trajectory_Lines_Corruption_(0x911A,_0x00)/"
2xA2B_Audio_Layout,T_POWER_MANAGEMENT_($0503),-3,Upstream,Critical,"Precondition, Setup",Power state and voltage requirements,Critical upstream dependency for testcase preconditions,Confirmed,Required for 2xA2B_Audio_Layout testcase setup,SRS Export/SRS Export/SRS_Diagnostics/T_POWER_MANAGEMENT_($0503)/
2xA2B_Audio_Layout,"Video_Output_1_FPD_Fault_-_Link_not_locked_(0x905A,_0x93)",-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for 2xA2B_Audio_Layout testcase activation,"SRS Export/SRS Export/SRS_Diagnostics/Video_Output_1_FPD_Fault_-_Link_not_locked_(0x905A,_0x93)/"
2xA2B_Audio_Layout,"Video_Output_2_FPD_Fault_-_Link_not_locked_(0x905B,_0x93)",-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for 2xA2B_Audio_Layout testcase activation,"SRS Export/SRS Export/SRS_Diagnostics/Video_Output_2_FPD_Fault_-_Link_not_locked_(0x905B,_0x93)/"
2xA2B_Audio_Layout,"Video_Output_3_FPD_Fault_-_Link_not_locked_(0x905D,_0x93)",-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for 2xA2B_Audio_Layout testcase activation,"SRS Export/SRS Export/SRS_Diagnostics/Video_Output_3_FPD_Fault_-_Link_not_locked_(0x905D,_0x93)/"
2xA2B_Audio_Layout,Volume_Attenuation_Enable_($052F),2,Downstream,High,Verification,Volume control behavior and limits,High priority downstream dependency,Confirmed,Volume_Attenuation_Enable_($052F) testcase enhanced by 2xA2B_Audio_Layout context,SRS Export/SRS Export/SRS_Diagnostics/Volume_Attenuation_Enable_($052F)/
2xA2B_Audio_Layout,Volume_Attenuation_Levels_($0526),2,Downstream,High,Verification,Volume control behavior and limits,High priority downstream dependency,Confirmed,Volume_Attenuation_Levels_($0526) testcase enhanced by 2xA2B_Audio_Layout context,SRS Export/SRS Export/SRS_Diagnostics/Volume_Attenuation_Levels_($0526)/
